學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0001,國立政治大學,D 日,D 博士,109,74,105,65,72,55,82,51,90,47,68,37,64,44,0,0,30 臺北市,1 一般
0001,國立政治大學,D 日,M 碩士,655,754,569,655,346,431,210,262,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0001,國立政治大學,D 日,B 學士,993,1199,864,1398,846,1398,871,1387,0,0,0,0,0,0,365,415,30 臺北市,1 一般
0001,國立政治大學,N 職,M 碩士,287,286,298,220,187,148,82,61,49,48,0,0,0,0,0,0,30 臺北市,1 一般
0002,國立清華大學,D 日,D 博士,230,60,219,54,200,46,182,50,171,47,145,40,163,47,23,4,18 新竹市,1 一般
0002,國立清華大學,D 日,M 碩士,1133,528,1101,482,346,193,117,83,0,0,0,0,0,0,4,0,18 新竹市,1 一般
0002,國立清華大學,D 日,B 學士,950,574,972,529,979,531,990,497,0,0,0,0,0,0,211,82,18 新竹市,1 一般
0002,國立清華大學,N 職,M 碩士,103,49,70,46,20,23,14,7,0,0,0,0,0,0,11,9,18 新竹市,1 一般
0003,國立臺灣大學,D 日,D 博士,456,200,441,173,378,161,434,163,397,180,314,143,374,151,0,0,30 臺北市,1 一般
0003,國立臺灣大學,D 日,M 碩士,2457,1509,2332,1432,898,603,449,389,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,D 日,B 學士,2075,1579,2109,1674,2076,1579,2109,1593,164,86,139,42,99,31,670,507,30 臺北市,1 一般
0003,國立臺灣大學,N 職,M 碩士,259,165,265,130,142,73,67,26,24,10,21,9,0,0,0,0,30 臺北市,1 一般
0003,國立臺灣大學,P 進,B 學士,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30 臺北市,1 一般
0004,國立臺灣師範大學,D 日,D 博士,134,130,122,98,109,114,104,93,91,85,88,68,78,74,0,0,30 臺北市,3 師範
0004,國立臺灣師範大學,D 日,M 碩士,590,759,559,669,296,473,197,380,0,0,0,0,0,0,0,0,30 臺北市,3 師範
0004,國立臺灣師範大學,D 日,B 學士,849,1070,810,1090,785,1074,706,1031,0,0,0,0,0,0,249,255,30 臺北市,3 師範
0004,國立臺灣師範大學,N 職,M 碩士,138,310,129,314,92,191,38,117,45,90,39,61,0,0,0,0,30 臺北市,3 師範
0004,國立臺灣師範大學,S 暑,M 碩士,7,27,25,81,7,42,5,53,7,30,2,1,0,0,0,0,30 臺北市,3 師範
0005,國立成功大學,D 日,D 博士,271,105,216,102,199,83,230,82,235,82,208,72,217,62,6,1,21 臺南市,1 一般
0005,國立成功大學,D 日,M 碩士,1835,975,1681,878,450,302,149,142,0,0,0,0,0,0,2,8,21 臺南市,1 一般
0005,國立成功大學,D 日,B 學士,1729,981,1705,1001,1653,964,1634,909,78,62,54,19,51,19,396,147,21 臺南市,1 一般
0005,國立成功大學,N 職,M 碩士,275,167,239,142,178,86,73,22,47,12,0,0,0,0,0,0,21 臺南市,1 一般
0006,國立中興大學,D 日,D 博士,99,43,117,48,118,39,118,45,120,46,114,42,113,46,7,1,19 臺中市,1 一般
0006,國立中興大學,D 日,M 碩士,872,531,869,508,231,148,92,72,0,0,0,0,0,0,0,1,19 臺中市,1 一般
0006,國立中興大學,D 日,B 學士,1166,783,1125,815,1167,807,1116,800,32,34,0,0,0,0,189,80,19 臺中市,1 一般
0006,國立中興大學,N 職,M 碩士,361,176,326,164,203,74,128,32,71,28,0,0,0,0,0,0,19 臺中市,1 一般
0006,國立中興大學,P 進,B 學士,105,134,96,125,79,140,71,138,55,70,0,0,0,0,9,2,19 臺中市,1 一般
0007,國立交通大學,D 日,D 博士,253,78,247,55,219,46,200,34,186,49,189,36,175,27,35,7,18 新竹市,1 一般
0007,國立交通大學,D 日,M 碩士,1426,612,1373,570,771,307,168,105,0,0,0,0,0,0,1,1,18 新竹市,1 一般
0007,國立交通大學,D 日,B 學士,944,384,946,411,913,399,851,398,0,0,0,0,0,0,154,37,18 新竹市,1 一般
0007,國立交通大學,N 職,M 碩士,345,155,251,127,217,60,129,52,0,0,0,0,0,0,106,34,18 新竹市,1 一般
0008,國立中央大學,D 日,D 博士,143,58,126,51,114,31,126,28,106,36,91,39,106,33,8,0,03 桃園市,1 一般
0008,國立中央大學,D 日,M 碩士,1009,482,916,408,317,114,79,74,0,0,0,0,0,0,1,1,03 桃園市,1 一般
0008,國立中央大學,D 日,B 學士,965,530,961,539,906,531,962,488,0,0,0,0,0,0,182,53,03 桃園市,1 一般
0008,國立中央大學,N 職,M 碩士,311,226,311,158,129,54,73,24,48,13,0,0,0,0,1,0,03 桃園市,1 一般
0009,國立中山大學,D 日,D 博士,98,47,81,44,91,34,96,45,81,31,76,25,69,34,0,0,50 高雄市,1 一般
0009,國立中山大學,D 日,M 碩士,770,414,708,361,298,172,116,77,0,0,0,0,0,0,0,1,50 高雄市,1 一般
0009,國立中山大學,D 日,B 學士,717,420,700,445,697,405,679,384,0,0,0,0,0,0,168,66,50 高雄市,1 一般
0009,國立中山大學,N 職,M 碩士,180,145,165,142,48,55,24,26,0,0,0,0,0,0,37,17,50 高雄市,1 一般
0009,國立中山大學,S 暑,M 碩士,0,2,1,4,0,4,2,5,0,0,0,0,0,0,2,3,50 高雄市,1 一般
0012,國立臺灣海洋大學,D 日,D 博士,39,18,46,8,27,12,28,8,27,12,33,7,31,7,17,1,17 基隆市,1 一般
0012,國立臺灣海洋大學,D 日,M 碩士,449,190,392,175,132,51,29,7,0,0,0,0,0,0,3,3,17 基隆市,1 一般
0012,國立臺灣海洋大學,D 日,B 學士,974,406,940,441,911,433,912,415,0,0,0,0,0,0,166,28,17 基隆市,1 一般
0012,國立臺灣海洋大學,N 職,M 碩士,142,108,132,80,48,18,20,10,6,3,1,1,0,0,0,0,17 基隆市,1 一般
0012,國立臺灣海洋大學,N 修,X 4+X,84,8,40,1,1,0,0,0,0,0,0,0,0,0,0,0,17 基隆市,1 一般
0012,國立臺灣海洋大學,P 進,B 學士,87,49,60,51,72,49,63,50,24,16,0,0,0,0,5,2,17 基隆市,1 一般
0013,國立中正大學,D 日,D 博士,73,39,63,27,51,28,59,26,53,18,50,20,51,30,3,0,10 嘉義縣,1 一般
0013,國立中正大學,D 日,M 碩士,696,380,660,356,260,168,127,115,0,0,0,0,0,0,0,4,10 嘉義縣,1 一般
0013,國立中正大學,D 日,B 學士,909,738,892,759,828,771,829,764,0,0,0,0,0,0,169,68,10 嘉義縣,1 一般
0013,國立中正大學,N 職,M 碩士,268,248,221,255,95,109,95,60,135,109,0,0,0,0,0,0,10 嘉義縣,1 一般
0014,國立高雄師範大學,D 日,D 博士,38,39,40,33,36,46,44,34,31,32,17,27,22,28,4,7,50 高雄市,3 師範
0014,國立高雄師範大學,D 日,M 碩士,198,290,172,225,111,182,77,135,0,0,0,0,0,0,10,29,50 高雄市,3 師範
0014,國立高雄師範大學,D 日,B 學士,427,455,391,429,398,453,357,455,0,0,0,0,0,0,47,59,50 高雄市,3 師範
0014,國立高雄師範大學,N 職,M 碩士,122,270,126,228,74,168,38,61,31,54,28,53,0,0,0,0,50 高雄市,3 師範
0015,國立彰化師範大學,D 日,D 博士,51,38,49,30,48,27,34,27,33,26,34,19,27,21,0,0,07 彰化縣,3 師範
0015,國立彰化師範大學,D 日,M 碩士,317,276,273,239,120,155,66,78,0,0,0,0,0,0,0,0,07 彰化縣,3 師範
0015,國立彰化師範大學,D 日,B 學士,620,548,589,559,602,585,609,568,0,0,0,0,0,0,114,56,07 彰化縣,3 師範
0015,國立彰化師範大學,N 職,M 碩士,161,177,151,154,53,73,28,26,20,13,50,53,0,0,0,0,07 彰化縣,3 師範
0015,國立彰化師範大學,S 暑,M 碩士,29,70,24,44,18,31,14,21,5,22,23,26,0,0,0,0,07 彰化縣,3 師範
0016,國立陽明大學,D 日,D 博士,101,57,98,53,83,66,67,56,76,49,65,55,66,42,0,0,30 臺北市,1 一般
0016,國立陽明大學,D 日,M 碩士,207,276,193,278,61,89,22,41,0,0,0,0,0,0,1,0,30 臺北市,1 一般
0016,國立陽明大學,D 日,B 學士,207,188,210,186,208,197,214,175,116,68,99,64,87,43,29,9,30 臺北市,1 一般
0016,國立陽明大學,N 職,M 碩士,18,35,10,26,6,9,4,7,1,9,0,0,0,0,0,0,30 臺北市,1 一般
0017,國立臺北大學,D 日,D 博士,20,15,19,11,30,9,14,7,13,12,13,9,5,2,2,1,01 新北市,1 一般
0017,國立臺北大學,D 日,M 碩士,248,243,235,236,101,114,76,74,0,0,0,0,0,0,0,1,01 新北市,1 一般
0017,國立臺北大學,D 日,B 學士,672,740,585,808,616,777,612,801,0,0,0,0,0,0,113,132,01 新北市,1 一般
0017,國立臺北大學,N 職,M 碩士,85,99,82,95,0,0,0,0,0,0,0,0,0,0,47,61,01 新北市,1 一般
0017,國立臺北大學,N 修,X 4+X,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,01 新北市,1 一般
0017,國立臺北大學,P 進,B 學士,209,327,147,202,157,200,185,289,9,31,0,0,0,0,74,96,01 新北市,1 一般
0018,國立嘉義大學,D 日,D 博士,23,19,18,16,16,11,13,14,6,14,8,15,4,5,3,0,20 嘉義市,1 一般
0018,國立嘉義大學,D 日,M 碩士,257,282,270,224,142,123,91,79,0,0,0,0,0,0,10,10,20 嘉義市,1 一般
0018,國立嘉義大學,D 日,B 學士,1009,949,997,955,944,969,924,918,31,20,0,0,0,0,149,53,20 嘉義市,1 一般
0018,國立嘉義大學,N 職,M 碩士,126,206,138,172,104,128,29,42,0,0,0,0,0,0,19,34,20 嘉義市,1 一般
0018,國立嘉義大學,P 進,B 學士,377,236,264,229,247,231,238,192,0,0,0,0,0,0,45,45,20 嘉義市,1 一般
0019,國立高雄大學,D 日,D 博士,5,0,1,0,3,1,3,1,2,0,1,0,0,0,0,0,50 高雄市,1 一般
0019,國立高雄大學,D 日,M 碩士,165,84,160,74,68,19,36,13,0,0,0,0,0,0,0,0,50 高雄市,1 一般
0019,國立高雄大學,D 日,B 學士,585,434,577,455,595,425,540,424,0,0,0,0,0,0,107,43,50 高雄市,1 一般
0019,國立高雄大學,N 職,M 碩士,86,54,77,39,50,21,40,12,20,14,13,1,0,0,0,0,50 高雄市,1 一般
0019,國立高雄大學,N 修,C 二技,0,0,0,0,42,21,37,16,23,20,0,0,0,0,9,0,50 高雄市,2 技職
0020,國立東華大學,D 日,D 博士,26,26,46,23,53,26,37,17,29,18,17,19,20,15,3,0,15 花蓮縣,1 一般
0020,國立東華大學,D 日,M 碩士,322,243,340,283,174,126,123,115,0,0,0,0,0,0,3,12,15 花蓮縣,1 一般
0020,國立東華大學,D 日,B 學士,895,915,899,928,826,937,859,887,0,0,0,0,0,0,218,113,15 花蓮縣,1 一般
0020,國立東華大學,N 職,M 碩士,91,107,80,98,43,32,21,22,11,16,10,12,0,0,0,0,15 花蓮縣,1 一般
0020,國立東華大學,S 暑,M 碩士,0,0,0,0,2,20,0,0,4,6,2,4,0,0,0,0,15 花蓮縣,1 一般
0021,國立暨南國際大學,D 日,D 博士,25,28,28,28,30,15,25,23,22,17,19,14,26,12,4,1,08 南投縣,1 一般
0021,國立暨南國際大學,D 日,M 碩士,199,157,179,135,124,95,60,74,0,0,0,0,0,0,17,16,08 南投縣,1 一般
0021,國立暨南國際大學,D 日,B 學士,560,591,538,588,459,539,448,523,0,0,0,0,0,0,94,52,08 南投縣,1 一般
0021,國立暨南國際大學,N 職,M 碩士,78,75,61,71,22,23,4,12,8,10,3,6,0,0,0,0,08 南投縣,1 一般
0021,國立暨南國際大學,N 修,C 二技,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08 南投縣,2 技職
0022,國立臺灣科技大學,D 日,D 博士,183,47,155,51,125,39,96,22,79,12,52,10,45,8,6,1,30 臺北市,2 技職
0022,國立臺灣科技大學,D 日,M 碩士,1009,452,991,390,211,88,41,26,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0022,國立臺灣科技大學,D 日,B 四技,927,443,886,403,888,387,864,370,0,0,0,0,0,0,148,53,30 臺北市,2 技職
0022,國立臺灣科技大學,D 日,C 二技,0,0,0,0,13,42,15,30,0,0,0,0,0,0,3,4,30 臺北市,2 技職
0022,國立臺灣科技大學,D 日,X 4+X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,30 臺北市,2 技職
0022,國立臺灣科技大學,N 職,D 博士,0,0,0,0,1,0,0,0,1,0,5,0,10,2,6,2,30 臺北市,2 技職
0022,國立臺灣科技大學,N 職,M 碩士,204,100,191,80,82,27,60,6,0,0,0,0,0,0,5,1,30 臺北市,2 技職
0022,國立臺灣科技大學,N 修,C 二技,0,0,0,0,1,14,4,6,0,0,0,0,0,0,7,9,30 臺北市,2 技職
0023,國立雲林科技大學,D 日,D 博士,68,30,53,32,50,26,46,19,36,18,39,16,28,13,3,1,09 雲林縣,2 技職
0023,國立雲林科技大學,D 日,M 碩士,609,340,536,278,169,109,52,50,0,0,0,0,0,0,0,2,09 雲林縣,2 技職
0023,國立雲林科技大學,D 日,B 四技,995,636,942,599,868,587,853,622,0,0,0,0,0,0,104,73,09 雲林縣,2 技職
0023,國立雲林科技大學,D 日,C 二技,0,0,0,0,38,64,44,50,0,0,0,0,0,0,4,11,09 雲林縣,2 技職
0023,國立雲林科技大學,N 職,M 碩士,145,140,132,135,61,51,34,21,21,9,0,0,0,0,0,0,09 雲林縣,2 技職
0024,國立屏東科技大學,D 日,D 博士,42,14,28,15,25,15,24,13,20,9,14,3,9,2,8,4,13 屏東縣,2 技職
0024,國立屏東科技大學,D 日,M 碩士,336,210,285,213,104,73,32,18,0,0,0,0,0,0,3,2,13 屏東縣,2 技職
0024,國立屏東科技大學,D 日,B 四技,988,976,969,921,989,897,907,917,43,53,0,0,0,0,134,47,13 屏東縣,2 技職
0024,國立屏東科技大學,D 日,C 二技,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,N 職,M 碩士,126,56,131,68,45,16,21,11,11,10,11,3,0,0,0,0,13 屏東縣,2 技職
0024,國立屏東科技大學,N 修,B 四技,208,201,170,167,201,212,160,210,0,0,0,0,0,0,33,20,13 屏東縣,2 技職
0025,國立臺北科技大學,D 日,D 博士,101,16,96,28,93,25,83,17,72,24,51,13,52,13,0,0,30 臺北市,2 技職
0025,國立臺北科技大學,D 日,M 碩士,925,295,933,261,165,77,46,19,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0025,國立臺北科技大學,D 日,B 四技,1070,435,1018,464,1040,443,1043,357,0,0,0,0,0,0,20,4,30 臺北市,2 技職
0025,國立臺北科技大學,D 日,C 二技,0,0,0,0,7,4,20,4,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0025,國立臺北科技大學,N 職,M 碩士,399,136,320,128,180,53,88,23,0,0,0,0,0,0,1,1,30 臺北市,2 技職
0025,國立臺北科技大學,N 修,B 四技,244,45,185,36,77,2,0,0,0,0,0,0,0,0,0,0,30 臺北市,2 技職
0025,國立臺北科技大學,N 修,C 二技,0,0,0,0,203,104,192,87,54,20,0,0,0,0,5,8,30 臺北市,2 技職
0026,國立高雄第一科技大學,D 日,D 博士,38,10,39,8,25,12,25,6,30,4,15,1,5,4,9,1,12 高雄市,2 技職
0026,國立高雄第一科技大學,D 日,M 碩士,299,190,258,149,100,39,35,23,0,0,0,0,0,0,1,0,12 高雄市,2 技職
0026,國立高雄第一科技大學,D 日,B 四技,682,677,688,681,644,655,678,627,0,0,0,0,0,0,98,60,12 高雄市,2 技職
0026,國立高雄第一科技大學,D 日,C 二技,0,0,0,0,18,56,13,54,0,0,0,0,0,0,1,13,12 高雄市,2 技職
0026,國立高雄第一科技大學,D 日,X 4+X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12 高雄市,2 技職
0026,國立高雄第一科技大學,N 職,M 碩士,197,101,162,70,76,30,42,15,0,0,0,0,0,0,36,7,12 高雄市,2 技職
0027,國立高雄應用科技大學,D 日,D 博士,55,7,42,17,50,9,46,7,31,4,19,3,8,0,1,0,50 高雄市,2 技職
0027,國立高雄應用科技大學,D 日,M 碩士,412,151,411,152,85,32,13,7,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0027,國立高雄應用科技大學,D 日,B 四技,1216,642,1134,673,1118,701,1216,608,0,0,0,0,0,0,162,41,50 高雄市,2 技職
0027,國立高雄應用科技大學,D 日,C 二技,0,0,0,0,36,12,21,14,0,0,0,0,0,0,8,1,50 高雄市,2 技職
0027,國立高雄應用科技大學,N 職,M 碩士,338,206,340,190,104,24,38,5,0,0,0,0,0,0,16,3,50 高雄市,2 技職
0027,國立高雄應用科技大學,N 修,B 四技,249,122,187,79,181,69,174,84,0,0,0,0,0,0,76,12,50 高雄市,2 技職
0027,國立高雄應用科技大學,N 修,C 二技,0,0,0,0,115,132,120,126,0,0,0,0,0,0,11,5,50 高雄市,2 技職
0028,國立臺北藝術大學,D 日,D 博士,3,15,5,9,1,5,4,6,3,5,0,3,2,6,0,0,30 臺北市,1 一般
0028,國立臺北藝術大學,D 日,M 碩士,91,188,87,182,75,160,62,123,0,0,0,0,0,0,1,4,30 臺北市,1 一般
0028,國立臺北藝術大學,D 日,B 學士,140,268,120,270,131,274,132,244,0,0,0,0,0,0,68,101,30 臺北市,1 一般
0028,國立臺北藝術大學,D 日,X 4+X,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 臺北市,1 一般
0028,國立臺北藝術大學,D 日,5 五專,14,15,13,16,4,20,0,0,0,0,0,0,0,0,0,1,30 臺北市,1 一般
0028,國立臺北藝術大學,N 職,M 碩士,18,43,19,21,7,28,10,16,4,2,0,0,0,0,0,0,30 臺北市,1 一般
0029,國立臺灣藝術大學,D 日,D 博士,11,10,11,9,8,9,8,8,5,4,1,2,0,4,0,0,01 新北市,1 一般
0029,國立臺灣藝術大學,D 日,M 碩士,86,150,77,138,72,89,40,74,0,0,0,0,0,0,0,0,01 新北市,1 一般
0029,國立臺灣藝術大學,D 日,B 學士,145,402,159,386,154,381,130,379,0,0,0,0,0,0,75,120,01 新北市,1 一般
0029,國立臺灣藝術大學,N 職,M 碩士,48,56,43,70,23,71,15,43,11,14,6,14,0,0,0,0,01 新北市,1 一般
0029,國立臺灣藝術大學,N 修,C 二技,0,0,0,0,42,117,31,117,0,0,0,0,0,0,8,33,01 新北市,2 技職
0029,國立臺灣藝術大學,P 進,B 學士,110,255,112,243,122,245,97,258,0,0,0,0,0,0,46,87,01 新北市,1 一般
0030,國立臺東大學,D 日,D 博士,3,4,5,4,2,2,0,3,2,5,0,3,4,1,0,0,14 臺東縣,1 一般
0030,國立臺東大學,D 日,M 碩士,49,72,26,52,15,32,24,32,0,0,0,0,0,0,0,0,14 臺東縣,1 一般
0030,國立臺東大學,D 日,B 學士,432,457,408,460,383,438,396,399,0,0,0,0,0,0,115,59,14 臺東縣,1 一般
0030,國立臺東大學,N 職,M 碩士,80,175,81,162,24,56,16,24,1,12,1,6,0,3,0,0,14 臺東縣,1 一般
0030,國立臺東大學,P 進,B 學士,17,13,22,20,30,22,17,18,0,0,0,0,0,0,11,2,14 臺東縣,1 一般
0031,國立宜蘭大學,D 日,D 博士,2,1,3,1,0,0,2,0,2,0,1,1,1,0,0,0,02 宜蘭縣,1 一般
0031,國立宜蘭大學,D 日,M 碩士,137,58,140,63,50,22,20,2,0,0,0,0,0,0,0,0,02 宜蘭縣,1 一般
0031,國立宜蘭大學,D 日,B 學士,697,388,682,405,660,389,635,366,0,0,0,0,0,0,102,17,02 宜蘭縣,1 一般
0031,國立宜蘭大學,N 職,M 碩士,55,16,45,16,25,6,0,0,0,0,0,0,0,0,23,3,02 宜蘭縣,1 一般
0031,國立宜蘭大學,N 修,B 學士,0,0,28,3,20,9,46,9,0,0,0,0,0,0,24,0,02 宜蘭縣,1 一般
0031,國立宜蘭大學,P 進,B 學士,62,26,49,29,41,27,36,20,0,0,0,0,0,0,18,5,02 宜蘭縣,1 一般
0032,國立聯合大學,D 日,D 博士,3,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,05 苗栗縣,1 一般
0032,國立聯合大學,D 日,M 碩士,137,48,111,58,38,21,19,7,0,0,0,0,0,0,0,1,05 苗栗縣,1 一般
0032,國立聯合大學,D 日,B 學士,1006,456,1022,457,1005,434,980,405,20,18,0,0,0,0,188,25,05 苗栗縣,1 一般
0032,國立聯合大學,P 進,B 學士,256,154,206,131,168,113,159,119,0,0,0,0,0,0,71,52,05 苗栗縣,1 一般
0033,國立虎尾科技大學,D 日,D 博士,5,2,4,0,4,2,2,1,3,0,0,0,3,0,0,0,09 雲林縣,2 技職
0033,國立虎尾科技大學,D 日,M 碩士,318,80,301,55,74,11,14,3,0,0,0,0,0,0,0,0,09 雲林縣,2 技職
0033,國立虎尾科技大學,D 日,B 四技,1363,445,1293,475,1318,465,1319,470,0,0,0,0,0,0,259,31,09 雲林縣,2 技職
0033,國立虎尾科技大學,D 日,C 二技,0,0,0,0,59,20,61,30,0,0,0,0,0,0,5,2,09 雲林縣,2 技職
0033,國立虎尾科技大學,N 職,M 碩士,83,31,45,29,20,5,16,7,6,2,0,0,0,0,0,0,09 雲林縣,2 技職
0033,國立虎尾科技大學,N 修,B 四技,286,73,228,73,183,65,148,75,0,0,0,0,0,0,57,11,09 雲林縣,2 技職
0033,國立虎尾科技大學,N 修,C 二技,0,0,0,0,30,32,33,26,0,0,0,0,0,0,0,1,09 雲林縣,2 技職
0034,國立高雄海洋科技大學,D 日,D 博士,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0034,國立高雄海洋科技大學,D 日,M 碩士,102,54,90,34,26,19,6,1,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0034,國立高雄海洋科技大學,D 日,B 四技,740,423,711,434,690,409,653,419,0,0,0,0,0,0,166,36,50 高雄市,2 技職
0034,國立高雄海洋科技大學,D 日,C 二技,0,0,0,0,75,16,83,19,0,0,0,0,0,0,35,4,50 高雄市,2 技職
0034,國立高雄海洋科技大學,D 日,X 4+X,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50 高雄市,2 技職
0034,國立高雄海洋科技大學,D 日,5 五專,83,16,83,20,80,15,89,10,78,12,0,0,0,0,20,0,50 高雄市,2 技職
0034,國立高雄海洋科技大學,N 職,M 碩士,50,25,46,23,18,6,7,4,0,0,0,0,0,0,0,0,50 高雄市,2 技職
0034,國立高雄海洋科技大學,N 修,B 四技,267,151,274,164,260,158,222,151,0,0,0,0,0,0,114,23,50 高雄市,2 技職
0035,國立臺南藝術大學,D 日,D 博士,4,2,2,3,6,2,2,1,2,2,0,6,7,1,0,1,11 臺南市,1 一般
0035,國立臺南藝術大學,D 日,M 碩士,53,96,50,90,45,76,51,81,0,0,0,0,0,0,1,1,11 臺南市,1 一般
0035,國立臺南藝術大學,D 日,B 學士,55,135,47,123,46,124,31,134,0,0,0,0,0,0,18,16,11 臺南市,1 一般
0035,國立臺南藝術大學,D 日,5 五專,25,32,25,29,24,31,0,0,0,0,0,0,0,0,0,0,11 臺南市,1 一般
0035,國立臺南藝術大學,N 職,M 碩士,6,9,5,7,4,4,2,3,2,3,1,1,0,2,0,0,11 臺南市,1 一般
0035,國立臺南藝術大學,P 進,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11 臺南市,1 一般
0036,國立臺南大學,D 日,D 博士,15,18,18,11,18,13,9,15,8,10,8,14,7,5,0,0,21 臺南市,1 一般
0036,國立臺南大學,D 日,M 碩士,153,171,176,163,89,121,55,86,0,0,0,0,0,0,2,6,21 臺南市,1 一般
0036,國立臺南大學,D 日,B 學士,448,518,422,523,429,511,402,524,0,0,0,0,0,0,63,56,21 臺南市,1 一般
0036,國立臺南大學,N 職,M 碩士,74,145,98,151,42,110,20,40,0,0,0,0,0,0,8,10,21 臺南市,1 一般
0036,國立臺南大學,P 進,B 學士,10,12,5,16,20,35,37,54,0,0,0,0,0,0,18,4,21 臺南市,1 一般
0037,國立臺北教育大學,D 日,D 博士,15,14,10,15,7,8,7,11,7,3,8,6,7,10,2,2,30 臺北市,3 師範
0037,國立臺北教育大學,D 日,M 碩士,135,259,114,222,60,161,67,123,0,0,0,0,0,0,2,4,30 臺北市,3 師範
0037,國立臺北教育大學,D 日,B 學士,274,541,286,517,254,535,266,499,0,0,0,0,0,0,68,79,30 臺北市,3 師範
0037,國立臺北教育大學,N 職,M 碩士,83,196,70,201,29,62,33,44,0,0,0,0,0,0,21,39,30 臺北市,3 師範
0037,國立臺北教育大學,S 暑,M 碩士,7,48,4,49,4,51,7,46,0,0,0,0,0,0,4,10,30 臺北市,3 師範
0038,國立新竹教育大學,D 日,D 博士,9,5,4,7,4,10,2,7,5,2,4,5,6,7,4,1,18 新竹市,3 師範
0038,國立新竹教育大學,D 日,M 碩士,95,188,66,161,40,104,46,83,0,0,0,0,0,0,4,10,18 新竹市,3 師範
0038,國立新竹教育大學,D 日,B 學士,184,468,180,443,177,449,182,419,0,0,0,0,0,0,33,38,18 新竹市,3 師範
0038,國立新竹教育大學,N 職,M 碩士,31,123,25,135,16,54,13,34,7,23,4,29,4,13,2,21,18 新竹市,3 師範
0039,國立臺中教育大學,D 日,D 博士,10,11,12,10,8,9,11,12,5,9,11,3,5,6,1,3,19 臺中市,3 師範
0039,國立臺中教育大學,D 日,M 碩士,90,187,95,192,36,108,40,69,0,0,0,0,0,0,9,7,19 臺中市,3 師範
0039,國立臺中教育大學,D 日,B 學士,283,526,300,544,261,550,287,520,0,0,0,0,0,0,54,54,19 臺中市,3 師範
0039,國立臺中教育大學,N 職,M 碩士,24,141,37,122,14,56,8,10,0,0,0,0,0,0,8,15,19 臺中市,3 師範
0039,國立臺中教育大學,S 暑,M 碩士,13,56,23,39,22,30,11,24,14,4,6,5,0,0,4,4,19 臺中市,3 師範
0042,國立澎湖科技大學,D 日,M 碩士,19,15,14,13,3,4,1,1,0,0,0,0,0,0,0,0,16 澎湖縣,2 技職
0042,國立澎湖科技大學,D 日,B 四技,380,271,369,243,331,269,320,296,0,0,0,0,0,0,41,22,16 澎湖縣,2 技職
0042,國立澎湖科技大學,N 職,M 碩士,10,9,13,6,3,3,0,1,0,0,0,0,0,0,0,0,16 澎湖縣,2 技職
0042,國立澎湖科技大學,N 修,B 四技,38,50,35,51,33,42,31,43,0,0,0,0,0,0,3,1,16 澎湖縣,2 技職
0043,國立勤益科技大學,D 日,D 博士,2,1,3,0,3,0,3,0,0,0,0,0,0,0,0,0,06 臺中市,2 技職
0043,國立勤益科技大學,D 日,M 碩士,211,57,239,56,51,7,25,3,0,0,0,0,0,0,0,0,06 臺中市,2 技職
0043,國立勤益科技大學,D 日,B 四技,1187,569,1148,523,1125,463,983,490,0,0,0,0,0,0,173,53,06 臺中市,2 技職
0043,國立勤益科技大學,D 日,C 二技,0,0,0,0,36,1,60,18,0,0,0,0,0,0,2,0,06 臺中市,2 技職
0043,國立勤益科技大學,D 日,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,06 臺中市,2 技職
0043,國立勤益科技大學,N 職,M 碩士,84,22,79,23,16,4,16,0,0,0,0,0,0,0,5,4,06 臺中市,2 技職
0043,國立勤益科技大學,N 修,B 四技,737,175,684,174,696,166,538,121,0,0,0,0,0,0,168,33,06 臺中市,2 技職
0043,國立勤益科技大學,N 修,C 二技,0,0,0,0,21,4,31,11,0,0,0,0,0,0,5,1,06 臺中市,2 技職
