學校代碼,學校名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0046,國立臺北護理健康大學,D 日,B 四技,"2,837",736,"2,101",187,533,187,511,185,463,145,502,-,-,-,-,-,-,32,92,30 臺北市,2 技職
0046,國立臺北護理健康大學,D 日,C 二技,936,85,851,-,-,-,-,43,438,41,393,-,-,-,-,-,-,1,20,30 臺北市,2 技職
0046,國立臺北護理健康大學,N 職,M 碩士,194,28,166,12,59,6,48,8,37,2,22,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0046,國立臺北護理健康大學,N 修,C 二技,723,36,687,-,-,-,-,12,239,11,223,12,211,-,-,-,-,1,14,30 臺北市,2 技職
0047,國立高雄餐旅大學,D 日,D 博士,35,18,17,4,3,4,3,2,3,1,3,2,-,2,-,3,5,-,-,50 高雄市,2 技職
0047,國立高雄餐旅大學,D 日,M 碩士,168,57,111,26,43,20,45,6,18,5,5,-,-,-,-,-,-,-,-,50 高雄市,2 技職
0047,國立高雄餐旅大學,D 日,B 四技,"3,055",947,"2,108",249,517,228,515,242,531,216,533,-,-,-,-,-,-,12,12,50 高雄市,2 技職
0047,國立高雄餐旅大學,D 日,C 二技,85,18,67,-,-,-,-,10,36,8,31,-,-,-,-,-,-,-,-,50 高雄市,2 技職
0047,國立高雄餐旅大學,D 日,5 五專,249,101,148,17,34,22,29,23,27,17,29,21,29,-,-,-,-,1,-,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 職,M 碩士,37,13,24,7,11,2,8,2,4,2,1,-,-,-,-,-,-,-,-,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 修,B 四技,"1,077",344,733,78,140,78,146,87,193,94,244,-,-,-,-,-,-,7,10,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 修,C 二技,222,54,168,-,-,-,-,24,92,30,75,-,-,-,-,-,-,-,1,50 高雄市,2 技職
0047,國立高雄餐旅大學,N 修,2 二專,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,50 高雄市,2 技職
0048,國立金門大學,D 日,M 碩士,209,128,81,43,42,57,24,17,7,11,8,-,-,-,-,-,-,-,-,71 金門縣,1 一般
0048,國立金門大學,D 日,B 學士,"2,977","1,566","1,411",405,327,393,348,324,352,361,323,20,21,-,-,-,-,63,40,71 金門縣,1 一般
0048,國立金門大學,N 職,M 碩士,103,72,31,24,20,22,10,20,1,6,-,-,-,-,-,-,-,-,-,71 金門縣,1 一般
0048,國立金門大學,P 進,B 學士,842,481,361,113,97,124,75,104,93,103,81,-,-,-,-,-,-,37,15,71 金門縣,1 一般
0049,國立臺灣體育運動大學,D 日,D 博士,7,3,4,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19 臺中市,1 一般
0049,國立臺灣體育運動大學,D 日,M 碩士,261,134,127,47,39,41,35,30,34,14,15,1,2,1,1,-,1,-,-,19 臺中市,1 一般
0049,國立臺灣體育運動大學,D 日,B 學士,"2,362","1,336","1,026",346,265,315,228,288,252,282,225,-,-,-,-,-,-,105,56,19 臺中市,1 一般
0049,國立臺灣體育運動大學,N 職,M 碩士,112,72,40,26,14,18,19,17,3,7,3,3,1,1,-,-,-,-,-,19 臺中市,1 一般
0049,國立臺灣體育運動大學,P 進,B 學士,380,273,107,77,21,64,20,45,30,64,26,-,-,-,-,-,-,23,10,19 臺中市,1 一般
0050,國立臺中科技大學,D 日,M 碩士,417,178,239,73,108,68,87,25,29,12,15,-,-,-,-,-,-,-,-,19 臺中市,2 技職
0050,國立臺中科技大學,D 日,B 四技,"5,355","1,662","3,693",438,917,405,870,382,899,360,913,-,-,-,-,-,-,77,94,19 臺中市,2 技職
0050,國立臺中科技大學,D 日,C 二技,"1,384",284,"1,100",-,-,-,-,136,544,134,506,-,-,-,-,-,-,14,50,19 臺中市,2 技職
0050,國立臺中科技大學,D 日,5 五專,"3,473",891,"2,582",215,560,212,541,172,523,151,458,127,461,-,-,-,-,14,39,19 臺中市,2 技職
0050,國立臺中科技大學,N 職,M 碩士,221,99,122,37,56,40,52,14,9,8,5,-,-,-,-,-,-,-,-,19 臺中市,2 技職
0050,國立臺中科技大學,N 修,B 四技,"2,178",738,"1,440",203,332,168,316,158,366,141,351,-,-,-,-,-,-,68,75,19 臺中市,2 技職
0050,國立臺中科技大學,N 修,C 二技,"1,778",604,"1,174",-,-,-,-,330,594,235,505,-,-,-,-,-,-,39,75,19 臺中市,2 技職
0050,國立臺中科技大學,N 修,2 二專,"1,285",497,788,261,397,190,324,-,-,-,-,-,-,-,-,-,-,46,67,19 臺中市,2 技職
0051,國立臺北商業大學,D 日,D 博士,6,5,1,2,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0051,國立臺北商業大學,D 日,M 碩士,281,116,165,72,90,34,63,9,11,1,1,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0051,國立臺北商業大學,D 日,B 四技,"2,472",773,"1,699",183,398,204,435,181,400,178,439,-,-,-,-,-,-,27,27,30 臺北市,2 技職
0051,國立臺北商業大學,D 日,C 二技,683,159,524,-,-,-,-,67,262,85,247,-,-,-,-,-,-,7,15,30 臺北市,2 技職
0051,國立臺北商業大學,D 日,5 五專,"1,752",473,"1,279",96,256,95,257,112,226,88,257,73,258,-,-,-,-,9,25,30 臺北市,2 技職
0051,國立臺北商業大學,N 職,M 碩士,53,26,27,11,16,10,9,5,2,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0051,國立臺北商業大學,N 修,B 四技,826,300,526,119,164,69,138,53,113,51,102,-,-,-,-,-,-,8,9,30 臺北市,2 技職
0051,國立臺北商業大學,N 修,C 二技,821,262,559,-,-,-,-,155,321,97,219,-,-,-,-,-,-,10,19,30 臺北市,2 技職
0051,國立臺北商業大學,N 修,2 二專,738,281,457,96,167,185,290,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0052,國立屏東大學,D 日,D 博士,44,22,22,8,3,3,5,2,6,2,2,3,2,1,3,3,1,-,-,13 屏東縣,1 一般
0052,國立屏東大學,D 日,M 碩士,840,319,521,131,195,80,167,58,85,50,72,-,2,-,-,-,-,-,-,13 屏東縣,1 一般
0052,國立屏東大學,D 日,B 學士,"6,655","2,748","3,907",687,922,657,924,620,982,635,956,-,-,-,-,-,-,149,123,13 屏東縣,1 一般
0052,國立屏東大學,N 職,M 碩士,688,228,460,82,152,71,138,43,75,22,57,9,37,1,1,-,-,-,-,13 屏東縣,1 一般
0052,國立屏東大學,P 進,B 學士,800,364,436,109,138,75,121,87,77,74,75,-,-,-,-,-,-,19,25,13 屏東縣,1 一般
0053,國立高雄科技大學,D 日,D 博士,563,437,126,83,28,89,31,80,18,68,13,34,17,39,12,44,7,-,-,50 高雄市,2 技職
0053,國立高雄科技大學,D 日,M 碩士,"2,379","1,646",733,776,324,633,292,167,60,69,57,-,-,1,-,-,-,-,-,50 高雄市,2 技職
0053,國立高雄科技大學,D 日,B 四技,"17,294","10,708","6,586","2,747","1,645","2,512","1,637","2,560","1,530","2,455","1,605",-,-,-,-,-,-,434,169,50 高雄市,2 技職
0053,國立高雄科技大學,D 日,C 二技,394,245,149,-,-,-,-,117,75,105,61,-,-,-,-,-,-,23,13,50 高雄市,2 技職
0053,國立高雄科技大學,D 日,5 五專,739,602,137,114,34,144,33,176,36,80,18,72,15,-,-,-,-,16,1,50 高雄市,2 技職
0053,國立高雄科技大學,N 職,M 碩士,"2,010","1,317",693,484,303,526,301,159,45,74,15,52,14,22,15,-,-,-,-,50 高雄市,2 技職
0053,國立高雄科技大學,N 修,B 四技,"3,947","2,683","1,264",665,313,629,321,575,299,589,252,-,-,-,-,-,-,225,79,50 高雄市,2 技職
0053,國立高雄科技大學,N 修,C 二技,112,64,48,-,-,-,-,33,21,22,23,-,-,-,-,-,-,9,4,50 高雄市,2 技職
0144,國立臺灣戲曲學院,D 日,B 四技,546,184,362,56,87,39,90,45,84,35,90,-,-,-,-,-,-,9,11,30 臺北市,2 技職
0221,國立臺南護理專科學校,D 日,2 二專,115,9,106,6,54,3,50,-,-,-,-,-,-,-,-,-,-,-,2,21 臺南市,2 技職
0221,國立臺南護理專科學校,D 日,5 五專,"1,801",152,"1,649",37,337,33,323,30,323,28,325,19,326,-,-,-,-,5,15,21 臺南市,2 技職
0221,國立臺南護理專科學校,N 修,2 二專,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,21 臺南市,2 技職
0222,國立臺東專科學校,D 日,2 二專,595,435,160,234,85,192,72,-,-,-,-,-,-,-,-,-,-,9,3,14 臺東縣,2 技職
0222,國立臺東專科學校,D 日,5 五專,321,143,178,23,21,33,22,18,31,27,49,31,48,-,-,-,-,11,7,14 臺東縣,2 技職
0222,國立臺東專科學校,N 修,2 二專,125,77,48,39,22,35,26,-,-,-,-,-,-,-,-,-,-,3,-,14 臺東縣,2 技職
1001,東海大學,D 日,D 博士,250,145,105,20,9,22,23,27,17,26,15,14,10,19,14,17,17,-,-,19 臺中市,1 一般
1001,東海大學,D 日,M 碩士,"1,224",609,615,231,237,185,183,103,105,84,88,-,1,6,1,-,-,-,-,19 臺中市,1 一般
1001,東海大學,D 日,B 學士,"13,024","5,714","7,310","1,455","1,811","1,282","1,840","1,361","1,755","1,297","1,661",13,17,-,-,-,-,306,226,19 臺中市,1 一般
1001,東海大學,N 職,M 碩士,767,378,389,126,130,117,134,55,56,29,33,22,16,29,20,-,-,-,-,19 臺中市,1 一般
1001,東海大學,P 進,B 學士,445,228,217,37,40,33,28,55,49,50,51,31,40,-,-,-,-,22,9,19 臺中市,1 一般
1002,輔仁大學,D 日,D 博士,432,245,187,37,27,40,30,34,26,38,31,32,21,31,28,33,24,-,-,01 新北市,1 一般
1002,輔仁大學,D 日,M 碩士,"1,943",817,"1,126",275,396,280,386,146,189,113,150,2,1,1,4,-,-,-,-,01 新北市,1 一般
1002,輔仁大學,D 日,B 學士,"17,584","7,279","10,305","1,649","2,543","1,766","2,483","1,683","2,515","1,659","2,329",34,16,31,18,1,-,456,401,01 新北市,1 一般
1002,輔仁大學,N 職,M 碩士,"1,433",549,884,190,337,186,280,72,127,51,67,25,37,24,36,1,-,-,-,01 新北市,1 一般
1002,輔仁大學,N 修,C 二技,54,2,52,-,-,-,-,-,20,1,32,-,-,-,-,-,-,1,-,01 新北市,2 技職
1002,輔仁大學,P 進,B 學士,"4,205","1,631","2,574",414,617,377,615,355,612,312,523,-,-,-,-,-,-,173,207,01 新北市,1 一般
1003,東吳大學,D 日,D 博士,118,64,54,8,5,13,12,6,6,10,7,10,8,8,8,9,8,-,-,30 臺北市,1 一般
1003,東吳大學,D 日,M 碩士,"1,294",577,717,209,215,145,215,104,126,109,152,10,9,-,-,-,-,-,-,30 臺北市,1 一般
1003,東吳大學,D 日,B 學士,"11,760","4,613","7,147","1,090","1,712","1,068","1,679","1,052","1,627","1,019","1,660",96,164,-,-,-,-,288,305,30 臺北市,1 一般
1003,東吳大學,N 職,M 碩士,"1,205",559,646,150,171,142,181,77,109,86,65,35,64,69,56,-,-,-,-,30 臺北市,1 一般
1003,東吳大學,P 進,B 學士,997,359,638,82,144,85,143,75,130,63,117,39,79,-,-,-,-,15,25,30 臺北市,1 一般
1004,中原大學,D 日,D 博士,345,236,109,39,23,47,20,50,22,26,18,34,11,15,9,25,6,-,-,03 桃園市,1 一般
1004,中原大學,D 日,M 碩士,"1,605",910,695,403,279,346,239,106,89,53,80,2,7,-,1,-,-,-,-,03 桃園市,1 一般
1004,中原大學,D 日,B 學士,"13,560","7,250","6,310","1,653","1,534","1,631","1,519","1,671","1,477","1,661","1,383",61,95,-,-,-,-,573,302,03 桃園市,1 一般
1004,中原大學,N 職,M 碩士,895,532,363,185,156,153,121,56,30,61,27,44,13,33,16,-,-,-,-,03 桃園市,1 一般
1005,淡江大學,D 日,D 博士,394,260,134,45,19,41,23,40,30,44,16,40,21,36,12,14,13,-,-,01 新北市,1 一般
1005,淡江大學,D 日,M 碩士,"1,572",895,677,372,275,336,207,111,120,76,75,-,-,-,-,-,-,-,-,01 新北市,1 一般
1005,淡江大學,D 日,B 學士,"20,239","10,446","9,793","2,609","2,283","2,506","2,388","2,396","2,392","2,221","2,341",33,22,-,-,-,-,681,367,01 新北市,1 一般
1005,淡江大學,N 職,M 碩士,755,392,363,147,127,134,126,44,40,35,34,15,17,17,19,-,-,-,-,01 新北市,1 一般
1005,淡江大學,P 進,B 學士,"1,249",702,547,177,116,147,121,159,136,112,99,-,-,-,-,-,-,107,75,01 新北市,1 一般
1006,中國文化大學,D 日,D 博士,511,329,182,35,23,40,21,38,18,36,26,45,20,41,27,94,47,-,-,30 臺北市,1 一般
1006,中國文化大學,D 日,M 碩士,"1,588",839,749,222,217,169,179,146,132,122,111,106,60,74,50,-,-,-,-,30 臺北市,1 一般
1006,中國文化大學,D 日,B 學士,"20,402","10,041","10,361","2,397","2,416","2,201","2,352","2,103","2,352","2,031","2,218",23,22,-,-,-,-,"1,286","1,001",30 臺北市,1 一般
1006,中國文化大學,N 職,M 碩士,634,257,377,57,101,56,90,46,63,36,44,37,45,25,34,-,-,-,-,30 臺北市,1 一般
1006,中國文化大學,N 修,C 二技,162,64,98,-,-,-,-,26,27,31,62,3,7,-,-,-,-,4,2,30 臺北市,2 技職
1006,中國文化大學,P 進,B 學士,"1,491",645,846,151,212,168,217,129,196,90,128,-,-,-,-,-,-,107,93,30 臺北市,1 一般
1007,逢甲大學,D 日,D 博士,425,308,117,58,26,46,14,48,20,51,18,44,18,27,11,34,10,-,-,19 臺中市,1 一般
1007,逢甲大學,D 日,M 碩士,"1,494","1,030",464,462,230,386,152,109,52,69,30,2,-,2,-,-,-,-,-,19 臺中市,1 一般
1007,逢甲大學,D 日,B 學士,"17,208","10,206","7,002","2,324","1,771","2,472","1,794","2,411","1,687","2,433","1,561",42,46,-,-,-,-,524,143,19 臺中市,1 一般
1007,逢甲大學,N 職,M 碩士,"1,056",650,406,233,200,222,126,68,20,52,24,42,28,33,8,-,-,-,-,19 臺中市,1 一般
1007,逢甲大學,P 進,B 學士,876,523,353,120,92,120,69,112,86,102,76,-,-,-,-,-,-,69,30,19 臺中市,1 一般
1008,靜宜大學,D 日,D 博士,47,21,26,2,6,3,7,3,7,3,3,6,2,1,-,3,1,-,-,06 臺中市,1 一般
1008,靜宜大學,D 日,M 碩士,597,215,382,84,168,74,118,32,62,21,31,2,3,1,-,1,-,-,-,06 臺中市,1 一般
1008,靜宜大學,D 日,B 學士,"11,050","4,192","6,858","1,035","1,662",909,"1,655",963,"1,605",924,"1,604",-,-,-,-,-,-,361,332,06 臺中市,1 一般
1008,靜宜大學,N 職,M 碩士,324,157,167,65,52,41,42,12,30,14,21,10,11,14,10,1,1,-,-,06 臺中市,1 一般
1009,長庚大學,D 日,D 博士,443,308,135,40,22,48,16,39,24,40,19,44,15,30,16,67,23,-,-,03 桃園市,1 一般
1009,長庚大學,D 日,M 碩士,"1,088",539,549,205,206,220,184,76,92,34,48,2,13,2,6,-,-,-,-,03 桃園市,1 一般
1009,長庚大學,D 日,B 學士,"5,099","2,532","2,567",605,593,534,590,561,617,533,556,82,76,88,51,33,17,96,67,03 桃園市,1 一般
1009,長庚大學,N 職,M 碩士,181,88,93,37,41,31,36,7,4,7,3,2,2,4,7,-,-,-,-,03 桃園市,1 一般
1010,元智大學,D 日,D 博士,267,197,70,36,11,36,15,36,11,33,13,14,7,22,7,20,6,-,-,03 桃園市,1 一般
1010,元智大學,D 日,M 碩士,794,521,273,206,121,197,96,80,32,38,24,-,-,-,-,-,-,-,-,03 桃園市,1 一般
1010,元智大學,D 日,B 學士,"7,092","4,020","3,072","1,009",759,927,750,922,716,875,701,-,-,-,-,-,-,287,146,03 桃園市,1 一般
1010,元智大學,N 職,M 碩士,586,376,210,118,80,116,62,51,30,29,16,35,14,27,8,-,-,-,-,03 桃園市,1 一般
1011,中華大學,D 日,D 博士,72,53,19,12,6,11,4,11,5,6,1,2,1,4,1,7,1,-,-,18 新竹市,1 一般
1011,中華大學,D 日,M 碩士,309,178,131,63,68,64,47,31,9,20,6,-,1,-,-,-,-,-,-,18 新竹市,1 一般
1011,中華大學,D 日,B 學士,"4,048","2,623","1,425",642,340,632,326,664,386,442,287,17,12,-,-,-,-,226,74,18 新竹市,1 一般
1011,中華大學,N 職,M 碩士,153,95,58,40,41,33,13,12,2,10,2,-,-,-,-,-,-,-,-,18 新竹市,1 一般
1011,中華大學,N 修,C 二技,193,130,63,-,-,-,-,27,18,101,44,-,-,-,-,-,-,2,1,18 新竹市,2 技職
1011,中華大學,P 進,B 學士,173,117,56,54,36,16,7,21,6,10,4,-,-,-,-,-,-,16,3,18 新竹市,1 一般
1012,大葉大學,D 日,D 博士,121,85,36,16,6,14,8,15,5,16,4,13,6,6,2,5,5,-,-,07 彰化縣,1 一般
1012,大葉大學,D 日,M 碩士,467,248,219,103,117,82,58,40,28,23,16,-,-,-,-,-,-,-,-,07 彰化縣,1 一般
1012,大葉大學,D 日,B 學士,"6,238","3,383","2,855",788,631,754,691,809,768,816,683,-,-,-,-,-,-,216,82,07 彰化縣,1 一般
1012,大葉大學,N 職,M 碩士,331,135,196,79,140,33,29,11,15,4,5,7,3,1,4,-,-,-,-,07 彰化縣,1 一般
1012,大葉大學,N 修,C 二技,81,2,79,-,-,-,-,-,12,1,30,-,-,-,-,-,-,1,37,07 彰化縣,2 技職
1012,大葉大學,P 進,B 學士,532,310,222,80,37,48,34,67,59,85,82,-,-,-,-,-,-,30,10,07 彰化縣,1 一般
1013,華梵大學,D 日,D 博士,61,33,28,5,5,4,5,6,4,6,3,5,4,4,5,3,2,-,-,01 新北市,1 一般
1013,華梵大學,D 日,M 碩士,186,97,89,34,26,21,25,20,11,22,27,-,-,-,-,-,-,-,-,01 新北市,1 一般
1013,華梵大學,D 日,B 學士,746,396,350,87,94,55,41,106,107,91,84,-,-,-,-,-,-,57,24,01 新北市,1 一般
1013,華梵大學,N 職,M 碩士,172,74,98,32,60,31,22,4,6,2,3,-,-,5,7,-,-,-,-,01 新北市,1 一般
1014,義守大學,D 日,D 博士,156,109,47,17,7,16,12,19,8,19,9,18,5,9,4,11,2,-,-,12 高雄市,1 一般
1014,義守大學,D 日,M 碩士,359,199,160,75,48,77,60,31,33,16,19,-,-,-,-,-,-,-,-,12 高雄市,1 一般
1014,義守大學,D 日,B 學士,"12,112","6,089","6,023","1,511","1,491","1,560","1,481","1,310","1,433","1,286","1,375",25,25,-,-,-,-,397,218,12 高雄市,1 一般
1014,義守大學,N 職,M 碩士,360,241,119,101,64,69,38,27,5,33,8,5,1,6,3,-,-,-,-,12 高雄市,1 一般
1014,義守大學,N 修,C 二技,154,28,126,-,-,-,-,11,58,17,60,-,-,-,-,-,-,-,8,12 高雄市,2 技職
1014,義守大學,P 進,B 學士,"1,210",873,337,178,67,128,68,189,59,294,115,-,-,-,-,-,-,84,28,12 高雄市,1 一般
1015,世新大學,D 日,D 博士,99,49,50,9,9,7,13,11,10,7,3,2,3,6,5,7,7,-,-,30 臺北市,1 一般
1015,世新大學,D 日,M 碩士,566,268,298,110,113,80,106,41,46,37,33,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1015,世新大學,D 日,B 學士,"9,431","3,325","6,106",829,"1,474",813,"1,447",788,"1,516",748,"1,514",-,-,-,-,-,-,147,155,30 臺北市,1 一般
1015,世新大學,N 職,M 碩士,655,355,300,90,97,100,82,50,42,31,32,46,29,37,18,1,-,-,-,30 臺北市,1 一般
1015,世新大學,P 進,B 學士,472,178,294,38,63,33,75,59,86,41,51,-,-,-,-,-,-,7,19,30 臺北市,1 一般
1016,銘傳大學,D 日,D 博士,77,38,39,6,5,8,8,2,8,4,5,7,4,4,4,7,5,-,-,30 臺北市,1 一般
1016,銘傳大學,D 日,M 碩士,713,304,409,132,174,83,132,49,56,40,47,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1016,銘傳大學,D 日,B 學士,"17,052","6,598","10,454","1,578","2,637","1,558","2,496","1,569","2,429","1,421","2,472",19,36,-,-,-,-,453,384,30 臺北市,1 一般
1016,銘傳大學,N 職,M 碩士,772,355,417,117,159,109,140,47,54,33,43,28,14,21,7,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,D 日,D 博士,30,12,18,1,2,1,7,3,1,4,5,-,3,3,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,D 日,M 碩士,401,168,233,47,81,52,58,39,53,30,40,-,1,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,D 日,B 學士,"10,683","3,442","7,241",894,"1,818",791,"1,786",725,"1,707",728,"1,550",17,23,-,-,-,-,287,357,30 臺北市,1 一般
1017,實踐大學,N 職,M 碩士,119,40,79,16,29,11,18,9,24,4,7,-,1,-,-,-,-,-,-,30 臺北市,1 一般
1017,實踐大學,N 修,C 二技,123,31,92,-,-,-,-,14,39,15,41,-,-,-,-,-,-,2,12,30 臺北市,2 技職
1017,實踐大學,P 進,B 學士,"1,860",618,"1,242",161,285,138,306,148,277,116,267,-,-,-,-,-,-,55,107,30 臺北市,1 一般
1018,朝陽科技大學,D 日,D 博士,107,73,34,11,7,20,11,12,8,10,3,7,2,9,1,4,2,-,-,06 臺中市,2 技職
1018,朝陽科技大學,D 日,M 碩士,629,333,296,119,117,121,92,92,87,1,-,-,-,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,D 日,B 四技,"11,412","4,867","6,545","1,165","1,610","1,174","1,597","1,179","1,651","1,092","1,504",-,-,-,-,-,-,257,183,06 臺中市,2 技職
1018,朝陽科技大學,D 日,C 二技,79,23,56,-,-,-,-,6,25,16,31,-,-,-,-,-,-,1,-,06 臺中市,2 技職
1018,朝陽科技大學,N 職,M 碩士,366,170,196,56,73,39,36,74,86,1,-,-,1,-,-,-,-,-,-,06 臺中市,2 技職
1018,朝陽科技大學,N 修,B 四技,"2,457","1,286","1,171",272,236,283,284,335,293,293,281,-,-,-,-,-,-,103,77,06 臺中市,2 技職
1019,高雄醫學大學,D 日,D 博士,330,166,164,30,33,33,33,23,31,26,27,20,25,19,8,15,7,-,-,50 高雄市,1 一般
1019,高雄醫學大學,D 日,M 碩士,712,201,511,90,210,80,174,25,82,6,41,-,4,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,D 日,B 學士,"5,221","2,190","3,031",464,748,471,664,445,699,466,658,143,94,146,105,1,-,54,63,50 高雄市,1 一般
1019,高雄醫學大學,N 職,M 碩士,215,90,125,37,43,30,49,11,17,6,12,6,4,-,-,-,-,-,-,50 高雄市,1 一般
1019,高雄醫學大學,N 修,C 二技,12,-,12,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,50 高雄市,2 技職
1020,南華大學,D 日,D 博士,57,36,21,12,7,6,4,7,4,5,4,4,1,1,1,1,-,-,-,10 嘉義縣,1 一般
1020,南華大學,D 日,M 碩士,601,246,355,120,165,62,97,39,57,23,34,2,2,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,D 日,B 學士,"4,324","2,018","2,306",502,619,502,608,497,553,391,471,-,-,-,-,-,-,126,55,10 嘉義縣,1 一般
1020,南華大學,N 職,M 碩士,398,141,257,63,109,36,72,15,44,16,16,11,16,-,-,-,-,-,-,10 嘉義縣,1 一般
1020,南華大學,P 進,B 學士,321,207,114,60,35,52,20,36,20,41,30,-,-,-,-,-,-,18,9,10 嘉義縣,1 一般
1021,真理大學,D 日,M 碩士,118,73,45,25,20,27,13,13,4,8,7,-,-,-,1,-,-,-,-,01 新北市,1 一般
1021,真理大學,D 日,B 學士,"5,072","2,510","2,562",735,684,603,636,515,683,469,444,-,-,-,-,-,-,188,115,01 新北市,1 一般
1021,真理大學,N 職,M 碩士,21,12,9,3,5,3,2,5,1,1,-,-,1,-,-,-,-,-,-,01 新北市,1 一般
1021,真理大學,P 進,B 學士,44,33,11,-,-,-,-,5,1,19,7,-,-,-,-,-,-,9,3,01 新北市,1 一般
1022,大同大學,D 日,D 博士,110,67,43,11,5,16,8,8,12,10,2,6,5,5,4,11,7,-,-,30 臺北市,1 一般
1022,大同大學,D 日,M 碩士,228,164,64,47,39,75,15,29,8,13,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
1022,大同大學,D 日,B 學士,"3,545","2,164","1,381",576,317,534,333,480,341,453,350,-,-,-,-,-,-,121,40,30 臺北市,1 一般
1022,大同大學,N 職,M 碩士,129,99,30,14,5,34,7,23,8,15,6,13,4,-,-,-,-,-,-,30 臺北市,1 一般
1023,南臺科技大學,D 日,D 博士,97,71,26,11,5,10,5,16,7,15,5,4,1,2,2,13,1,-,-,11 臺南市,2 技職
1023,南臺科技大學,D 日,M 碩士,793,443,350,145,127,168,111,76,64,32,21,9,16,13,11,-,-,-,-,11 臺南市,2 技職
1023,南臺科技大學,D 日,B 四技,"12,519","7,175","5,344","1,722","1,213","1,786","1,321","1,633","1,331","1,666","1,308",-,-,-,-,-,-,368,171,11 臺南市,2 技職
1023,南臺科技大學,D 日,C 二技,121,36,85,-,-,-,-,9,55,7,29,-,-,-,-,-,-,20,1,11 臺南市,2 技職
1023,南臺科技大學,D 日,5 五專,250,222,28,76,13,65,7,68,5,-,-,11,2,-,-,-,-,2,1,11 臺南市,2 技職
1023,南臺科技大學,N 職,M 碩士,352,178,174,69,72,53,58,15,23,18,10,12,4,11,7,-,-,-,-,11 臺南市,2 技職
1023,南臺科技大學,N 修,B 四技,"3,748","2,368","1,380",487,259,547,333,567,342,534,328,-,-,-,-,-,-,233,118,11 臺南市,2 技職
1023,南臺科技大學,N 修,C 二技,144,54,90,-,-,-,-,34,55,12,28,-,-,-,-,-,-,8,7,11 臺南市,2 技職
1024,崑山科技大學,D 日,D 博士,36,29,7,7,-,5,3,7,1,4,3,2,-,2,-,2,-,-,-,11 臺南市,2 技職
1024,崑山科技大學,D 日,M 碩士,305,187,118,75,48,91,55,12,11,9,4,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1024,崑山科技大學,D 日,B 四技,"7,050","4,257","2,793",878,597,"1,121",725,"1,031",722,934,643,-,-,-,-,-,-,293,106,11 臺南市,2 技職
1024,崑山科技大學,D 日,C 二技,15,11,4,-,-,-,-,-,-,11,4,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1024,崑山科技大學,N 職,M 碩士,156,109,47,45,23,52,21,4,3,8,-,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1024,崑山科技大學,N 修,B 四技,"2,681","1,767",914,431,222,370,180,410,186,416,264,-,-,-,-,-,-,140,62,11 臺南市,2 技職
1024,崑山科技大學,N 修,C 二技,259,135,124,-,-,-,-,83,70,50,54,-,-,-,-,-,-,2,-,11 臺南市,2 技職
1024,崑山科技大學,N 修,2 二專,35,17,18,8,6,8,12,-,-,-,-,-,-,-,-,-,-,1,-,11 臺南市,2 技職
1025,嘉南藥理大學,D 日,M 碩士,188,87,101,43,51,29,38,11,10,4,2,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1025,嘉南藥理大學,D 日,B 四技,"9,425","3,999","5,426",805,"1,122","1,037","1,447",918,"1,393","1,047","1,351",-,-,-,-,-,-,192,113,11 臺南市,2 技職
1025,嘉南藥理大學,D 日,C 二技,87,12,75,-,-,-,-,5,42,7,33,-,-,-,-,-,-,-,-,11 臺南市,2 技職
1025,嘉南藥理大學,D 日,5 五專,3,2,1,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,11 臺南市,2 技職
